Chrom	Start	End	Strand	Size	Method	Cell line	Tissue	Species	Genome	Organ	Reference	Pubmed
chr22	23972909	23972989	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24262353	24262503	.	150	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24378660	24378740	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24381880	24381990	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24413061	24413183	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24592655	24592895	.	240	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24596792	24596919	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24634240	24634356	.	116	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24760014	24760094	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	24775682	24775762	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	25060155	25060235	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	25241316	25241414	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	25267750	25267830	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	25314481	25314585	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	25366055	25366143	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	25997826	25997906	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	26009221	26009327	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	26383993	26384094	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	26398566	26398646	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29212822	29212902	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29302471	29302551	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29418230	29418375	.	145	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29462355	29462496	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29465237	29465317	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29511252	29511332	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29513743	29514044	.	301	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29518104	29518184	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29519147	29519268	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29626068	29626148	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29635629	29635820	.	191	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29648214	29648294	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29695012	29695092	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29697148	29697368	.	220	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29697514	29697897	.	383	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29756921	29757035	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29769396	29769476	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29800704	29800851	.	147	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29830108	29830188	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29831488	29831568	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29840729	29840809	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29879683	29879763	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29970306	29970395	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29993442	29993619	.	177	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29993784	29993864	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	29994870	29994950	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30112786	30112987	.	201	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30113073	30113154	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30183602	30183715	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30252686	30252766	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30275864	30275970	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30286482	30286596	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30289319	30289399	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30352099	30352179	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30370398	30370486	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30471232	30471312	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30473641	30473721	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30555869	30555971	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30795995	30796112	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30908072	30908152	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	30961529	30961642	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31037804	31037906	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31113268	31113348	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31147739	31147819	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31173269	31173398	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31324385	31324465	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31437177	31437258	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31444707	31444790	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31587213	31587326	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	31987162	31987283	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	32105466	32105546	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	32119609	32119689	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	32247380	32247460	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	32323144	32323273	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	32360094	32360251	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	32820074	32820154	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	33420801	33420904	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	33728563	33728643	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	33800126	33800206	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	34674329	34674417	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	34699737	34699817	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	35079340	35079420	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	35415041	35415163	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	37080057	37080190	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	37484846	37484926	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	37509981	37510065	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	37753214	37753294	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	37790816	37790905	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	38742392	38742473	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	38768681	38768839	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	38800210	38800337	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	38939710	38939805	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	38969256	38969369	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	38994588	38994676	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40082947	40083042	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40134838	40134918	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40176583	40176668	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40224015	40224275	.	260	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40232664	40232744	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40232792	40232872	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40234421	40234534	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40243600	40243680	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40279983	40280165	.	182	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40282271	40282376	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40410745	40410825	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40532210	40532290	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40736483	40736563	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40808229	40808309	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40937447	40937527	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	40974457	40974537	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41059981	41060061	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41088526	41088606	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41099290	41099376	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41161042	41161140	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41194995	41195227	.	232	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41218508	41218657	.	149	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41269615	41269695	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41338020	41338104	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41338621	41338769	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41363933	41364084	.	151	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41414129	41414230	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41628763	41628843	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41628979	41629061	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41691414	41691515	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41758995	41759154	.	159	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	41834952	41835032	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42097880	42097960	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42104664	42104805	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42124771	42124920	.	149	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42168749	42168874	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42169277	42169381	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42191089	42191169	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42453050	42453199	.	149	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42500611	42500771	.	160	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42723756	42723840	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42767324	42767404	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42852741	42852821	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	42889649	42889761	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	43061798	43061878	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	43134257	43134345	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	43771112	43771326	.	214	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	45117213	45117373	.	160	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	45150944	45151057	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	45403702	45403782	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	45675306	45675386	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	45692683	45692763	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	45758253	45758385	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46044405	46044538	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46053697	46053914	.	217	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46247902	46247982	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46277961	46278093	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46352526	46352656	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46671705	46671844	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	46890113	46890193	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47434537	47434693	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47517295	47517398	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47536777	47536894	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47624616	47624696	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47692843	47692928	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47935426	47935506	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47935916	47935997	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	47944227	47944327	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	48102124	48102204	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	48310436	48310530	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49599654	49599849	.	195	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49727394	49727498	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49771064	49771144	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49798662	49798746	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49816407	49816604	.	197	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49891052	49891148	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49893322	49893447	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49919581	49919779	.	198	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	49932978	49933058	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50063149	50063229	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50073566	50073646	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50144800	50144919	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50228285	50228503	.	218	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50241973	50242098	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50242144	50242228	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50804185	50804328	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50822084	50822232	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50864137	50864217	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	50891574	50891943	.	369	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	51096535	51096647	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	51143840	51143964	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	51198566	51198705	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	51225500	51225609	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr22	51239576	51239678	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	2330880	2330980	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	2895452	2895532	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	3065062	3065142	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	3107017	3107160	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	3184753	3184858	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	3186786	3186869	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	3630082	3630162	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4140171	4140251	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4253374	4253533	.	159	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4342463	4342543	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4360116	4360210	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4368046	4368126	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4495950	4496031	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4499974	4500054	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4598489	4598580	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4602333	4602413	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4652788	4652894	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4720539	4720619	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4837749	4837885	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4991637	4991763	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	4991822	4991902	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5000943	5001024	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5001130	5001210	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5133842	5133971	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5168288	5168538	.	250	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5176349	5176502	.	153	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5176636	5176724	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5554452	5554532	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	5729239	5729319	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	6578959	6579062	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	6579141	6579295	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	6610868	6610948	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	6635704	6635807	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	7583301	7583419	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	7724653	7724744	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	7728867	7728947	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	8891974	8892054	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	8911430	8911556	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	8974363	8974457	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9172502	9172583	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9427301	9427459	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9427600	9428012	.	412	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9454467	9454563	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9491960	9492074	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9525031	9525111	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9525889	9526043	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9526714	9526831	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9529543	9529633	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9529869	9529949	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9591418	9591521	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9678041	9678121	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9678252	9678341	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	9682692	9682772	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	10046714	10046794	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	10145574	10145694	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	10171085	10171165	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	10254962	10255071	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	10287050	10287130	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	10795881	10795993	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11342613	11342715	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11509527	11509610	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11517047	11517161	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11644889	11645004	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11714147	11714253	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11714498	11714627	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11732501	11732666	.	165	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11740509	11740686	.	177	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11775734	11775843	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11790868	11790948	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11836615	11836698	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	11902174	11902254	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	12491504	12491606	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	12655122	12655265	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	12692424	12692553	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	12770501	12770743	.	242	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	13257619	13257721	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	13603183	13603263	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	13642702	13642782	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	14078175	14078308	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	14324441	14324547	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	14579756	14579866	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	14702657	14702744	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	14722317	14722512	.	195	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15004397	15004477	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15011338	15011418	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15022357	15022437	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15054536	15054627	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15127917	15127998	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15191971	15192058	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15202860	15202943	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15296671	15296779	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15386506	15386586	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15613036	15613145	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15756958	15757114	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	15787658	15787848	.	190	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	16303186	16303266	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr3	17217097	17217180	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
